Car Name,Make,Model,KM's driven,Price,Fuel_Diesel,Fuel_Hybrid,Fuel_Petrol,Transmission_Manual,Car Age
Toyota Yaris 1.5 ATIV X,Toyota,Yaris,55000,4575000,False,False,True,False,3
Baleno 2003 Karachi Reg for Sale,Suzuki,Baleno,270000,699999,False,False,True,True,21
"Honda City 2007 In very good Condition
Lahore Number For sale",Honda,City IDSI,186000,1700000,False,False,True,True,17
Honda City Exi’s 2003,Honda,City Vario,200000,1150000,False,False,True,True,21
SUZUKI CHAMBER 2008,Suzuki,Ravi,111000,480000,False,False,False,True,16
Suzuki Swift 2020 Model,Suzuki,Swift,86000,2700000,False,False,True,True,4
total janiun car b to b,Daihatsu,Mira,126000,2950000,False,False,True,False,12
Hyundai santro excellent condition,Hyundai,Santro,185000,810000,False,False,True,True,24
Daihatsu Coure 2004,Daihatsu,Cuore,12345,550000,False,False,True,True,20
Swift geniune 2016,Suzuki,Swift,70000,2050000,False,False,True,True,8
Santro 2006Rs841000//0/3/4/8/4/4/8/0/8/5/0///,Hyundai,Santro,124763,841000,False,False,True,True,18
Kia Picanto,KIA,Picanto,61000,2600000,False,False,True,True,3
kia picanto 2021,KIA,Picanto,42000,2500000,False,False,True,True,3
Chevorlet Joy For Urgent Sale (O319-389522O),Chevrolet,Joy,105467,645000,False,False,True,True,18
"Honda Civic Reborn, prosmetic, Model 2009",Honda,Civic Prosmetic,200000,2050000,False,False,True,False,15
Daihatsu hijet 2008.2014,Daihatsu,Hijet,25000,1100000,False,False,True,False,16
Toyota Corolla XLi Converted GLI 2010 Islamabad No,Toyota,Corolla GLI,115000,2350000,False,False,True,True,14
move batter then Mira ek wagon DayZ vitz Passo,Daihatsu,Move,97000,2100000,False,False,True,False,11
HONDA CIVIC ORIEL PROSMETIC FULL OPTION WITH SUN ROOF,Honda,Civic Prosmetic,164000,1550000,False,False,True,False,21
3007440888,Suzuki,Wagon R,31000,2700000,False,False,True,True,2
Suzuki swift DLX 1.3 Mannual (family use car),Suzuki,Swift,121000,2270000,False,False,True,True,7
Suzuki Bolan Government Scheme,Suzuki,Bolan,68000,890000,False,False,True,True,12
Toyota ISIS 7 Seater in Genuine Mint Condition,Toyota,ISIS,110000,2685000,False,False,True,False,13
santro club,Hyundai,Santro,58461,790000,False,False,True,True,20
ache halat me h,Hyundai,Santro,200000,750000,False,False,True,True,23
Honda civic,Honda,Civic Oriel,200000,1500000,False,False,True,True,19
chevrolet joy 2006,Chevrolet,Joy,1234,610000,False,False,True,True,18
Suzuki Alto japanese,Suzuki,Alto,69358,1050000,False,False,True,True,23
"Mitsubishi lancer GL 1.6 
Full optioned (03204855844)",Mitsubishi,Lancer,137000,1335000,False,False,True,True,20
Faw XPV 2018,FAW,X-PV,160000,880000,False,False,True,True,6
20/21 MODEL 03056466169,Changan,Karvaan,78000,2000000,False,False,True,True,3
civic reborn auto,Honda,Civic Prosmetic,164000,2150000,False,False,True,False,14
few pieces shower,Toyota,Corolla GLI,189700,2295000,False,False,True,True,14
Yaris 1.3 ATIV CVT 2022,Toyota,Yaris,12000,4700000,False,False,True,False,2
honda civic automatic very good condition ready to drive,Honda,Civic Prosmetic,156452,1095000,False,False,True,False,23
corolla 2015 gli manual full orignal well maintained car,Toyota,Corolla GLI,85000,3375000,False,False,True,True,9
Toyota Grande,Toyota,Altis Grande,145000,3975000,False,False,True,False,10
Toyota Corolla GLI 2018 b2b genuine home use,Toyota,Corolla GLI,105000,4295000,False,False,True,True,6
2005 Chevrolet Joy Exclusive Islamabad number Manuel gear,Chevrolet,Joy,45000,650000,False,False,True,True,19
santro 2006 model 8 month black,Hyundai,Santro,130754,900000,False,False,True,True,18
1 Door shawar ha back,Honda,City Aspire,190000,2775000,False,False,True,True,11
Honda rebon 2009 Model urgent Sale,Honda,Civic Prosmetic,150000,1790000,False,False,True,True,15
Honda City I-vtec 1.3 manual,Honda,City IVTEC,55000,3150000,False,False,True,True,6
Daihatsu Mira L Package Model 2014/17,Daihatsu,Mira,76000,1990000,False,False,True,False,10
Honda city ivtec,Honda,City Aspire,85000,3200000,False,False,True,True,7
Terios kid 2011 model Manual Turbo 660cc,Daihatsu,Terios Kid,143000,2275000,False,False,True,True,13
alto vxr urgent sale,Suzuki,Alto,25000,2340000,False,False,True,True,3
for sale sentro 5/6,Hyundai,Santro,100000,815000,False,False,True,True,19
honda city 1.3 automatic,Honda,City IVTEC,95000,3650000,False,False,True,False,6
Toyota Yaris 1.3MT,Toyota,Yaris,36000,3400000,False,False,True,True,4
Coure,Daihatsu,Cuore,123456,650000,False,False,True,True,20
Honda City Vario 2005,Honda,City Vario,109000,1480000,False,False,True,False,19
urgent sale family use car 2015/16,Toyota,Corolla GLI,107000,3225000,False,False,True,True,8
Baleno 2005 model Lahore No Urgent for sale. Read Add.,Suzuki,Baleno,10000,970000,False,False,True,True,19
Suzuki Cultus 2015,Suzuki,Cultus VXR,100000,1300000,False,False,True,True,9
Honda Civic Prosmetic,Honda,Civic Prosmetic,152000,2350000,False,False,True,False,16
Mira Xs3 2020,Daihatsu,Mira,53000,3540000,False,False,True,False,4
Honda City ivtec 2018/19 only 39000kms driven,Honda,City IVTEC,39000,3075000,False,False,True,True,6
Honda Civic Reborn Prosmatec EPS.,Honda,Civic Prosmetic,135000,1950000,False,False,True,False,18
Corolla Gli 1.3 manual genuine condition,Toyota,Corolla GLI,110000,3345000,False,False,True,True,8
Suzuki cultus vxr,Suzuki,Cultus VXR,100000,750000,False,False,True,True,20
Toyota Vitz F1.0 03325075054,Toyota,Corolla GLI,153000,2099000,False,False,True,False,15
Mahran car vxr for sale 2018 model 3 pace tech and all original no,Suzuki,Mehran VXR,80000,1050000,False,False,True,True,6
Suzuki Ravi Pickup. One hand driven 2016 Model,Suzuki,Ravi,75000,1150000,False,False,True,True,8
kia classic 2005,KIA,Classic,115000,1000000,False,False,True,True,19
Civic Reborn prosmatic 2010,Honda,Civic Prosmetic,83000,1985000,False,False,True,False,14
Suzuki 2007 Model Full Ganiune,Suzuki,Mehran VXR,11111,800000,False,False,False,True,17
Honda City Aspire 1.5 New Shape Isb Reg. (2022),Honda,City Aspire,25000,5000000,False,False,True,False,3
Lancer. 2005 Islamabad registered,Mitsubishi,Lancer,200000,1380000,False,False,True,True,19
no work required just buy ND drive contact Farooq 03312102600,Mitsubishi,Pajero Mini,120000,1330000,False,False,True,True,18
HONDA CIVIC-VTi Oriel Prosmatec 1.8-VTEC,Honda,Civic Oriel,108000,2250000,False,False,True,False,14
Honda City excellent condition,Honda,City Vario,95000,1800000,False,False,True,False,16
Suzuki mehran vxr 2015,Suzuki,Mehran VXR,77000,1100000,False,False,True,True,9
2012 Honda Civic,Honda,Civic Prosmetic,80000,2100000,False,False,True,False,12
Honda City IVTEC,Honda,City IVTEC,20200,3645000,False,False,True,False,5
Suzuki Bolan VX Euro II 2021,Suzuki,Bolan,30000,1750000,False,False,True,True,3
KIA Picanto for sale,KIA,Picanto,9000,3300000,False,False,True,False,2
Toyota corolla xli total genuine,Toyota,Corolla XLI,83000,3595000,False,False,True,True,6
mehran 2001,Suzuki,Mehran VXR,52852,440000,False,False,False,True,22
Suzuki cultus vxr,Suzuki,Cultus VXR,136000,920000,False,False,True,True,16
Sazuki Cultus 2005 Good Condition,Suzuki,Cultus VXR,190000,790000,False,False,True,True,19
Suzuki Alto 2019 Vxr Silky Silver Color,Suzuki,Alto,43000,1975000,False,False,True,True,5
Daihatsu Mira es 2013/17 nice condition Islamabad register look at LHR,Daihatsu,Mira,110000,1865000,False,False,True,False,11
City 2000 Manual,Honda,City IDSI,100000,865000,False,False,True,True,24
HONDA CITY 2020 model  condition like new,Honda,City Aspire,30000,4400000,False,False,True,False,4
"it's Suzuki swfit dlx 2013 modal,",Suzuki,Swift,150000,1890000,False,False,True,True,11
alto vxr 2007 my family used car Ac  out sed shower in door original,Suzuki,Alto,90000,760000,False,False,True,True,17
Model 2020 registration 2022,Suzuki,Alto,7600,2495000,False,False,True,False,4
Daihatsu Move For Sale,Daihatsu,Move,85000,2450000,False,False,True,False,9
Toyota Corolla Altis SR 2012,Toyota,Corrolla Altis,107000,2950000,False,False,True,False,12
Mitsubishi lancer 2004/5,Mitsubishi,Lancer,184500,1300000,False,False,True,False,20
Mehran 2004 for sale,Suzuki,Mehran VXR,66000,560000,False,False,True,True,20
Alto  VXL Model 2021,Suzuki,Alto,22107,2690000,False,False,True,False,3
cultus 2014 15,Suzuki,Cultus VXR,1212,1270000,False,False,True,True,10
Honda City 2005 (Manual transmission),Honda,City IDSI,162000,1310000,False,False,True,True,19
HONDAI SANTRO 2004,Hyundai,Santro,200000,599990,False,False,True,True,21
Alto VXR 2004 Modle,Suzuki,Alto,200000,700000,False,False,True,True,20
Toyota Corolla GLI 2019 model Isb number plate,Toyota,Corolla GLI,45000,4500000,False,False,True,True,5
"Suzuki Mehran Vxr, New key  , urgent sell need money",Suzuki,Mehran VXR,55000,1260000,False,False,True,True,7
Mira Eis,Daihatsu,Mira,80000,2550000,False,False,True,False,8
KIA CLASSIC for Sale / Exchange,KIA,Classic,123456,700000,False,False,True,True,21
TERIOS KID M/T TOTAL ORIGINAL PAINT,Daihatsu,Terios Kid,94000,1550000,False,False,True,True,22
civic reborn 2008,Honda,Civic Oriel,175000,1870000,False,False,True,True,16
Alto vxl,Suzuki,Alto,45000,2399999,False,False,True,False,5
suzuki ravi 2008,Suzuki,Ravi,12345,700000,False,False,True,True,16
daihatsu mira eis model 2015 registered 2016 x package silver colour,Daihatsu,Mira,90000,2495000,False,False,True,False,9
Lancer GLX 1.3 Manual,Mitsubishi,Lancer,165005,1150000,False,False,True,True,19
Car Sale,Honda,City Aspire,100000,2790000,False,False,True,True,10
Gli Auto 2014,Toyota,Corolla GLI,90000,3200000,False,False,True,False,10
daihatsu cuore car,Daihatsu,Cuore,150000,700000,False,False,True,True,20
move 14/15 out class,Daihatsu,Move,1234,1920000,False,False,True,False,10
Honda Citi 2008 model,Honda,City Aspire,155555,1850000,False,False,True,True,16
Japanese Suzuki alto 660 for sale,Suzuki,Alto,127574,1950000,False,False,True,False,14
alto vxr 2004,Suzuki,Alto,204500,535000,False,False,True,True,20
Suzuki swift 2010,Suzuki,Swift,87000,1625000,False,False,True,True,14
city 2005,Honda,City IDSI,150000,1560000,False,False,True,True,19
Toyota Passo 2006/11 1300cc,Toyota,Passo,108000,1900000,False,False,True,False,18
Honda civic reborn,Honda,Civic Oriel,148000,2000000,False,False,True,True,14
Honda City aspire 1.3 manual 2017,Honda,City Aspire,118000,3000000,False,False,True,True,7
HONDA CITY ASPIRE MODEL REGISTERED 2022 100% ORIGINAL COLOUR,Honda,City Aspire,19652,4949000,False,False,True,False,2
mehran vxr agrent sale with alyrime,Suzuki,Mehran VXR,85000,985000,False,False,True,True,11
Honda Civic orial 2013 UG,Honda,Civic Oriel,136000,3000000,False,False,True,False,11
Toyota Corolla Gli automatic transmission,Toyota,Corolla GLI,49000,4899999,False,False,True,False,5
Honda city 2004. alloy rim after market approximately janion car in,Honda,City IDSI,175000,1575000,False,False,True,True,20
FAW V2 2019 Model,FAW,V2,64000,1750000,False,False,True,True,5
Honda City 2018 White Color 10/9,Honda,City IVTEC,81000,3250000,False,False,True,True,6
Suzuki bulan carry daba bahar se shower WhatsApp number 0341 592 8050,Suzuki,Bolan,65000,650000,False,False,True,True,17
Suzuki mehran vxr,Suzuki,Mehran VXR,100000,800000,False,False,True,True,10
Toyota Passo HANNA PACKAGE,Toyota,Passo,93000,2100000,False,False,True,False,13
Corolla Gli lush condition,Toyota,Corolla GLI,222222,2245000,False,False,True,True,16
suzuki mehran 2015 for sale,Suzuki,Mehran VXR,80000,1150000,False,False,True,True,9
DaihatusTerios model 2000 registration 2007-03102562143,Daihatsu,Terios Kid,100000,1175000,False,False,True,True,24
family use car,Toyota,Corolla GLI,224448,2110000,False,False,True,True,12
total 10 by 10 condition Alhamdulillah smooth drive,Hyundai,Santro,56000,1330000,False,False,True,True,16
Mira 2014/2018,Daihatsu,Mira,89000,1890000,False,False,True,False,10
Car for sale,Suzuki,Mehran VXR,97000,650000,False,False,True,True,19
SUZUKI EVERY,Suzuki,Every,110000,1340000,False,False,True,False,16
Changan Alsvin For Sale Urgent,Changan,Alsvin,60000,3900000,False,False,True,False,3
Suzuki swift,Suzuki,Swift,82000,1980000,False,False,True,True,8
"Manual,Best gear shifting,best average,totally geniune",Suzuki,Wagon R,97304,2400000,False,False,True,True,5
Chevrolet Exclusive LS 2004,Chevrolet,Exclusive,123456,650000,False,False,True,True,20
Suzuki mehran vxr  Model 2007,Suzuki,Mehran VXR,77000,590000,False,False,True,True,17
Corolla GLI 2019,Toyota,Corolla GLI,41000,4200000,False,False,True,True,5
TOYOTA COROLLA GLI 1.3 VVTI,Toyota,Corolla GLI,84000,3740000,False,False,True,False,6
hyundai car santro club 2007,Hyundai,Santro,40000,1000000,False,False,True,True,17
Picanto Fully Original,KIA,Picanto,41000,2650000,False,False,True,False,3
XLI good condition 12 model,Toyota,Corolla XLI,1370,2500000,False,False,True,True,12
Suzuki Wagon R VXR 2018,Suzuki,Wagon R,51000,2070000,False,False,True,True,6
Honda City,Honda,City IVTEC,76000,3325000,False,False,True,True,5
Curoe 2005 white,Daihatsu,Cuore,188000,800000,False,False,True,True,19
Honda City 1.3 I-VTEC PKR 25.50 Lac 03347833315 call on this number,Honda,City IVTEC,80000,2550000,False,False,True,True,12
suzuki alto VX 2020 model,Suzuki,Alto,39900,2075000,False,False,True,True,4
Bumper To bumper Original 2017 Mehran VXR,Suzuki,Mehran VXR,34000,1200000,False,False,True,True,7
Lancer 2008,Mitsubishi,Lancer,150000,1600000,False,False,True,False,16
suzuki wagon R VXL,Suzuki,Wagon R,90000,1645000,False,False,True,True,8
daihatsu move custom package,Daihatsu,Move,84500,2100000,False,False,True,False,11
wagon R vxl,Suzuki,Wagon R,85000,2290000,False,False,True,True,7
Suzuki Wagon R VXL,Suzuki,Wagon R,40000,1650000,False,False,True,True,2
Changan karwan plus 2022,Changan,Karvaan,65479,2250000,False,False,True,True,2
Coure 2012 almost Genuine,Daihatsu,Cuore,100020,1030000,False,False,True,True,12
Honda City 2011,Honda,City IVTEC,123456,2500000,False,False,True,True,13
Daihatsu Mira 2010 Model,Daihatsu,Mira,107000,1640000,False,False,True,False,14
Alto VXR,Suzuki,Alto,40000,2349000,False,False,True,True,3
SUZUKI SWIFT,Suzuki,Swift,80000,1425000,False,False,True,True,12
2010 gli,Toyota,Corolla GLI,160000,2300000,False,False,True,True,14
Honda City 1.3 i-VTEC Prosmetic Automatic,Honda,City IVTEC,95000,3150000,False,False,True,False,8
Suzuki Carry Bolan 2018,Suzuki,Bolan,55000,1350000,False,False,True,True,6
Mitsubishi Lancer 2005,Mitsubishi,Lancer,12345,1525000,False,False,True,True,19
Alto VXL 2019 Model Islamabad Number,Suzuki,Alto,72000,2500000,False,False,True,False,5
model 2016 asphire,Honda,City Aspire,72000,3450000,False,False,True,True,8
Toyota Corolla Altis 1.6 2018,Toyota,Corrolla Altis,51000,4350000,False,False,True,False,6
Alto 2008,Suzuki,Alto,86400,720000,False,False,True,True,16
Daithatsu Move Custom 2018 Model,Daihatsu,Move,35300,3350000,False,False,True,False,6
DIHATSU HIJET GOOD CONDITION FOR SALE IN KHANEWAL.,Daihatsu,Hijet,141348,1450000,False,False,True,False,9
Passo 2010+2012,Toyota,Passo,125000,900000,False,False,True,False,12
nice condition,Daihatsu,Cuore,200000,850000,False,False,True,True,16
Honda civic 2005 ferio,Honda,Civic Oriel,156703,2475000,False,False,True,False,19
Suzuki mehran,Suzuki,Mehran VXR,45780,890000,False,False,True,True,9
Ek Wagon for SALE,Mitsubishi,Ek Wagon,100000,2300000,False,False,True,False,10
Suzuki Every 2007 2013,Suzuki,Every,200000,1299999,False,False,True,False,17
honda city,Honda,City IDSI,12345,1325000,False,False,True,True,21
hundai santro Club GV total genuine,Hyundai,Santro,100000,1000000,False,False,True,True,20
Toyota Yaris 1.3 2020 MT Ativ,Toyota,Yaris,55000,3750000,False,False,True,True,4
KIA classic all ok AC full chill,KIA,Classic,100000,550000,False,False,True,True,23
Hyundai Santro,Hyundai,Santro,89000,900000,False,False,True,True,19
sentro sale,Hyundai,Santro,143000,1050000,False,False,True,True,18
کلٹس وی ایکس آر آئی,Suzuki,Cultus VXR,200000,1100000,False,False,True,True,17
EVERY SUZUKI FOR SALE IN 9/10 CONDITION,Suzuki,Every,70000,1580000,False,False,True,False,12
kia classic for sale,KIA,Classic,100000,280000,False,False,True,True,23
Modal 2007 islamabad number Total gunine,Suzuki,Bolan,52000,850000,False,False,True,True,17
honda civic rebirth Two pieces spray not accident,Honda,Civic Prosmetic,100000,3700000,False,False,True,False,10
Honda city 1.5 I-VTEC prosmetic,Honda,City IVTEC,73000,4750000,False,False,True,False,4
suzuki cultus Model 2010,Suzuki,Cultus VXR,1234,985000,False,False,True,True,14
Toyota passo 9/13,Toyota,Passo,12345,2000000,False,False,True,False,11
2017 Honda City Aspire 1.3 i-VTEC 1300 Manual,Honda,City Aspire,96000,3280000,False,False,True,True,7
Honda Civic Prosmetic,Honda,Civic Prosmetic,90000,2100000,False,False,True,False,16
Honda city 2018,Honda,City IVTEC,131000,3350000,False,False,True,True,6
honda city,Honda,City Aspire,92000,3050000,False,False,True,False,9
10/10 Condittion,Suzuki,Mehran VXR,50000,625000,False,False,True,True,16
se saloon 2002,Toyota,Altis Grande,185000,1800000,False,False,True,False,22
Toyota Yaris 2021 manual,Toyota,Yaris,37000,3750000,False,False,True,True,3
"kia picanto Automatic , batter than cultus/aulto/mira",KIA,Picanto,10500,3300000,False,False,True,False,2
Daihatsu coure,Daihatsu,Cuore,150000,850000,False,False,True,True,13
Toyota Corolla Gli 2012 Genuine car,Toyota,Corolla GLI,73000,2550000,False,False,True,True,12
Mira 2017/18 Fully maintained Car used from Bank officer. .,Daihatsu,Mira,65000,2900000,False,False,True,False,7
corolla xli in very good condition,Toyota,Corolla XLI,140000,2400000,False,False,True,True,10
Suzuki bolan carry urgent for sale 03015995980,Suzuki,Bolan,70000,1250000,False,False,True,True,6
Toyota passo 2012,Toyota,Passo,120000,2200000,False,False,True,False,12
HONDA CITY 2006 BLACK CAR FOR SALE LAHORE,Honda,City IDSI,163652,1757000,False,False,True,True,18
suzúki cultus 2010,Suzuki,Cultus VXR,195000,1150000,False,False,True,True,14
Honda Civic Prosmetic 2001 Model Full Option,Honda,Civic Prosmetic,150000,1095000,False,False,True,False,23
santro club 2003,Hyundai,Santro,99000,900000,False,False,True,True,21
HONDA CITY AUTO 2003 FOR SALE,Honda,City Vario,210000,1450000,False,False,True,False,21
Diahatsu Mira,Daihatsu,Mira,10000,1850000,False,False,True,False,12
"Mini Pajero 2011, Pearl White, excellent condition.",Mitsubishi,Pajero Mini,78000,2150000,False,False,True,False,13
Dihatshu Mira L package available,Daihatsu,Mira,90000,2155000,False,False,True,False,10
daihatsumira smart pakege drive automatic,Daihatsu,Mira,17500,2300000,False,False,True,False,12
Mitsubishi Lancer GLX 1.3 Orignal condition,Mitsubishi,Lancer,115000,1015000,False,False,True,True,19
Toyota Corolla GLI 1.3 2010 model,Toyota,Corolla GLI,115000,1840000,False,False,True,True,14
total. good. gare. 60. parcant. ganwan. efi. enghan,Suzuki,Cultus VXR,57000,925000,False,False,True,True,16
honda city 1.5 aspire latest shape,Honda,City Aspire,36000,4900000,False,False,True,False,3
Alto vxl automatic model 2020,Suzuki,Alto,63000,2440000,False,False,True,False,4
Suzuki Baleno JXR,Suzuki,Baleno,100000,950000,False,False,True,True,20
Honda City 2019 silver color islamabad registered,Honda,City IVTEC,64000,3550000,False,False,True,True,5
Chevrolet exclusive LS 800cc,Chevrolet,Exclusive,162000,650000,False,False,True,True,19
kia spectra 2002 affordable and big car,KIA,Spectra,100000,675000,False,False,True,True,22
good looking and good candishin,Suzuki,Baleno,70000,950000,False,False,True,True,20
Honda City Aspire 1.5 Cc,Honda,City Aspire,32500,3900000,False,False,True,False,4
Toyota Passo 2013,Toyota,Passo,70000,2385000,False,False,True,False,11
total genine auto windo only to piece touching showr aly rems new tyre,Daihatsu,Cuore,140000,880000,False,False,True,True,17
Toyota corolla Gli 2011,Toyota,Corolla GLI,100000,2500000,False,False,True,True,13
suzuki evey 6/12,Suzuki,Every,100000,1180000,False,False,True,True,12
Honda city Aspire 1.5 Manual.,Honda,City Aspire,152000,2660000,False,False,True,True,10
Suzuki Swift GLX CVT 2023,Suzuki,Swift,10000,4800000,False,False,True,False,1
hunda city 1.3 prasmatic,Honda,City IVTEC,101500,2740000,False,False,True,False,11
Suzuki Alto Vxr white colour dekki chaaaht peler jeniyaan etc,Suzuki,Alto,18428,875000,False,False,True,True,17
Hyundai Santro GV 2006Model,Hyundai,Santro,100000,1050000,False,False,True,True,18
KIA PICANTO 1.0 AT,KIA,Picanto,18500,3150000,False,False,True,False,3
Toyota Corolla GLI 2019,Toyota,Corolla GLI,28500,4650000,False,False,True,False,5
Suzuki WagonR VXR 2022(December) For sale Islamabad Registration,Suzuki,Wagon R,39550,2700000,False,False,True,True,2
Suzuki bolan,Suzuki,Bolan,34000,1650000,False,False,True,True,5
corolla xli convert to gli X model,Toyota,Corolla XLI,98000,2850000,False,False,True,True,9
Daihatsu Cuore 2011 model | Genuine condition,Daihatsu,Cuore,140000,925000,False,False,True,True,13
Mira es 2013/2016,Daihatsu,Mira,140000,2275000,False,False,True,False,11
Suzuki Alto VXR 2007,Suzuki,Alto,100036,765000,False,False,True,True,17
suzuki swift 2012 modal,Suzuki,Swift,130000,1745000,False,False,True,True,12
FAW XPV Carry dabba 7 seater,FAW,X-PV,140000,835000,False,False,True,True,9
Honda civic 2007,Honda,Civic Prosmetic,100000,1950000,False,False,True,False,17
Honda City 1.3 IVTEC Prosmatec White,Honda,City IVTEC,49000,3700000,False,False,True,False,6
Suzuki Cultus 2014 Model Genuine Car,Suzuki,Cultus VXR,60000,1200000,False,False,True,True,10
EK wagon 2014 Model 2017 Registered,Mitsubishi,Ek Wagon,77000,1990000,False,False,True,False,10
engine 100% original (03217627608),Honda,City Aspire,253000,2300000,False,False,True,True,14
mira 11/15 eis,Daihatsu,Mira,106000,1970000,False,False,True,False,13
Daihatsu Coure gold 2004 showered except roof,Daihatsu,Cuore,136000,870000,False,False,True,False,20
Black beauty Honda city idsi 2007,Honda,City IDSI,238800,1870000,False,False,True,True,17
HUYNDAI SANTRO Club      0307-4741510,Hyundai,Santro,10000,825000,False,False,True,True,21
diahatsu mira,Daihatsu,Mira,88000,2660000,False,False,True,False,8
2004 model registration 2006,Toyota,Passo,11111,1600000,False,False,True,False,20
HONDA CITY IDSi 2008 Manual,Honda,City IDSI,215000,1950000,False,False,True,True,16
Santro Executive 2006,Hyundai,Santro,135865,850000,False,False,True,True,18
Honda civic,Honda,Civic Oriel,140582,1595000,False,False,True,False,20
Arjant for sall evry,Suzuki,Every,153254,1500000,False,False,True,False,10
Coure 2009 Model,Daihatsu,Cuore,200000,1000000,False,False,True,True,15
Toyota Corolla Altis Grande Dual VVT-I 1.8 Auto Grande X 2023,Toyota,Altis Grande,81000,3935000,False,False,True,False,8
Honda city aspire 1.5 manual 13/14,Honda,City Aspire,145000,2585000,False,False,True,True,10
Chevrolet exclusive 800cc,Chevrolet,Exclusive,200000,550000,False,False,True,True,19
FAW XPV DUAL AC 2018 model Islamabad registered life time token paid,FAW,X-PV,150000,1100000,False,False,True,True,6
2001 2007 model.,Mitsubishi,Pajero Mini,178000,1350000,False,False,True,True,17
Honda Civic reborn 2009 model for sale almost genuine best car,Honda,Civic Prosmetic,100000,1950000,False,False,True,False,15
Need Money,Honda,City Aspire,123456,3370000,False,False,True,True,7
home use car,Suzuki,Every,140000,1295000,False,False,True,False,6
wagonr vxl power steering non accidental few scratches urgent sale,Suzuki,Wagon R,34000,2490000,False,False,True,True,5
Faw V2    2018 model,FAW,V2,90000,1545000,False,False,True,True,6
Toyota Corolla,Toyota,Corolla XLI,250000,2050000,False,False,True,True,12
FAW X-PV 2017 MODEL ALL OK PH NO 03004368562,FAW,X-PV,36827,1195000,False,False,True,True,7
Suzuki alto VXR( Lpg)CNG family use,Suzuki,Alto,123456,900000,False,False,True,True,16
Suzuki swift 2016,Suzuki,Swift,125000,2500000,False,False,True,False,8
Daihatsu Mira Memorial X Edition,Daihatsu,Mira,82000,2600000,False,False,True,False,9
Changan Alsvin Lumiere 1.6,Changan,Alsvin,26000,4180000,False,False,True,False,2
Changan karvaan plus,Changan,Karvaan,44000,2250000,False,False,True,True,3
Course 2003,Daihatsu,Cuore,85005,530000,False,False,True,True,21
toyota grande 2015 clean,Toyota,Altis Grande,150000,3800000,False,False,True,False,9
Suzuki Ravi Euro II Model 2016,Suzuki,Ravi,72000,780000,False,False,True,True,8
Honda city 2014,Honda,City IDSI,105000,2474000,False,False,True,True,10
Honda Civic in Origanl Condition,Honda,Civic Prosmetic,187000,1430000,False,False,True,False,19
excited,Daihatsu,Hijet,209693,1495000,False,False,True,False,11
Honda City Aspire 1.3 I-VTEC,Honda,City Aspire,84500,3150000,False,False,True,True,9
Hounda CiTy  1.5  automatic  CVT,Honda,City Aspire,30000,4800000,False,False,True,False,2
Coure 2010,Daihatsu,Cuore,99999,1100000,False,False,True,True,14
100%orignal,Honda,City IVTEC,26500,3850000,False,False,True,False,5
Honda City I-VTEC,Honda,City IVTEC,73736,3530000,False,False,True,False,6
carolla gli auto,Toyota,Corolla GLI,49000,4060000,False,False,True,False,6
toyota corolla xli converted to gli,Toyota,Corolla XLI,139000,2200000,False,False,True,True,12
Kia classic 2000 model urgent sell,KIA,Classic,90000,245000,False,False,False,True,24
xli 2004 modle good condition,Toyota,Corolla XLI,90000,1590000,False,False,True,True,20
Suzuki cultus,Suzuki,Cultus VXR,90000,1395000,False,False,True,True,11
TOYOTA CORROLA XLI VVTI 1.3 FOR SALE,Toyota,Corolla XLI,11111,2030000,False,False,True,True,13
Honda Civic VTI Automatic,Honda,Civic Prosmetic,104000,1515000,False,False,True,False,19
very neat and clean.,Honda,Civic Oriel,130000,3575000,False,False,True,False,10
chat piler jenwan ha bqi teaching ha new tryre alloys rim insatal ha,Daihatsu,Hijet,130000,1050000,False,False,True,True,10
Toyota Passo (2006-2012),Toyota,Passo,195000,1599000,False,False,True,False,12
Toyota Corolla Grande 1.8 2017,Toyota,Altis Grande,450000,4950000,False,False,True,False,7
Bahawalpur,Daihatsu,Hijet,10000,1325000,False,False,True,True,8
mira 2015/2018,Daihatsu,Mira,105000,2800000,False,False,True,False,9
Alto for sale urgent,Suzuki,Alto,104400,880000,False,False,True,True,16
urgent sale 03204330215,Suzuki,Cultus VXR,70000,1130000,False,False,True,True,10
Daihatsu Mira L,Daihatsu,Mira,36000,3650000,False,False,True,False,5
Daihatsu Move 2001/2009 ALL Most original,Daihatsu,Move,1222,1130000,False,False,True,False,23
SUZUKI'S WAGON R  for  sale/ exchange,Suzuki,Wagon R,89000,2355000,False,False,True,True,6
urjant sale all ok,Suzuki,Bolan,50000,750000,False,False,True,True,9
totally original just 1 2 pie touch home use car look like new,Daihatsu,Mira,72000,2000000,False,False,True,False,10
Coure Cx Eco,Daihatsu,Cuore,119751,940000,False,False,True,False,16
Alsvin DCT lumiere 1.5,Changan,Alsvin,47000,3600000,False,False,True,False,3
Toyota Corolla XLI mint condition army officer used,Toyota,Corolla XLI,73000,3000000,False,False,True,True,14
3467678770,Hyundai,Santro,185566,830000,False,False,True,True,18
Suzuki Baleno JXR 2004 model,Suzuki,Baleno,65000,950000,False,False,True,True,20
suzuki alto 2012,Suzuki,Alto,11111,1090000,False,False,True,True,12
Suzuki Mehran 2006,Suzuki,Mehran VXR,132000,435000,False,False,True,True,18
